record_id,collarid,collartype,Name,DATETIME,TIMETOFIX,LATITUDE,LONGITUDE,HDOP,HACCURACY,HEADING,SPEED,SPEEDACCURACY,ALTITUDE,TEMPERATURE,BATTERY
19,st2010-1443,IP095,Soutine,5/18/16 17:30,27,0.6127883,37.5708,1,0,110,0.56,0,898,0,0
19,st2010-1443,IP095,Soutine,5/18/16 18:00,27,0.6127933,37.57074,1,0,328,0.02,0,875,0,0
19,st2010-1443,IP095,Soutine,5/18/16 18:30,27,0.611815,37.57198,1,0,53,0.29,0,838,0,0
19,st2010-1443,IP095,Soutine,5/18/16 19:00,26,0.6076,37.57378,1,0,127,0.46,0,900,0,0
19,st2010-1443,IP095,Soutine,5/18/16 19:30,19,0.6050633,37.57517,1,0,162,3.4,0,888,0,0
19,st2010-1443,IP095,Soutine,5/18/16 20:00,17,0.60089,37.57833,1,0,68,0.35,0,886,0,0
19,st2010-1443,IP095,Soutine,5/18/16 20:30,25,0.593655,37.58505,1,0,183,0.11,0,909,0,0
19,st2010-1443,IP095,Soutine,5/18/16 21:00,24,0.5925516,37.58362,1,0,286,0.58,0,903,0,0
19,st2010-1443,IP095,Soutine,5/18/16 21:30,17,0.5922117,37.58404,1,0,90,0.4,0,918,0,0
19,st2010-1443,IP095,Soutine,5/18/16 22:00,25,0.5874083,37.59005,1,0,329,0.82,0,897,0,0
19,st2010-1443,IP095,Soutine,5/18/16 22:30,14,0.58819,37.59311,1,0,120,1.44,0,858,0,0
19,st2010-1443,IP095,Soutine,5/18/16 23:00,40,0.5875983,37.59215,1,0,283,2.71,0,875,0,0
19,st2010-1443,IP095,Soutine,5/18/16 23:30,13,0.5876017,37.59122,1,0,11,0.53,0,873,0,0
19,st2010-1443,IP095,Soutine,5/19/16 0:00,24,0.58759,37.59066,1,0,114,0,0,866,0,0
19,st2010-1443,IP095,Soutine,5/19/16 0:30,23,0.5874166,37.59095,1,0,125,1.31,0,876,0,0
19,st2010-1443,IP095,Soutine,5/19/16 1:00,41,0.5868967,37.5952,1,0,67,2.82,0,869,0,0
19,st2010-1443,IP095,Soutine,5/19/16 1:30,16,0.5879233,37.59974,1,0,142,2.73,0,867,0,0
19,st2010-1443,IP095,Soutine,5/19/16 2:00,16,0.5870516,37.59958,1,0,117,0.76,0,865,0,0
19,st2010-1443,IP095,Soutine,5/19/16 2:30,13,0.5875866,37.60098,1,0,87,0.2,0,863,0,0
19,st2010-1443,IP095,Soutine,5/19/16 3:00,15,0.58868,37.60148,1,0,329,0.53,0,856,0,0
19,st2010-1443,IP095,Soutine,5/19/16 3:30,14,0.5891783,37.59996,1,0,167,0.25,0,855,0,0
19,st2010-1443,IP095,Soutine,5/19/16 4:00,15,0.588675,37.59829,1,0,46,0.25,0,859,0,0
19,st2010-1443,IP095,Soutine,5/19/16 4:30,18,0.5889633,37.59766,1,0,136,0.51,0,863,0,0
19,st2010-1443,IP095,Soutine,5/19/16 5:00,42,0.5885783,37.59692,1,0,126,0.35,0,867,0,0
19,st2010-1443,IP095,Soutine,5/19/16 5:30,41,0.5907433,37.59438,1,0,314,2.42,0,860,0,0
19,st2010-1443,IP095,Soutine,5/19/16 6:00,21,0.595645,37.5875,1,0,333,2.95,0,864,0,0
19,st2010-1443,IP095,Soutine,5/19/16 6:30,13,0.596885,37.58408,1,0,42,0.25,0,864,0,0
19,st2010-1443,IP095,Soutine,5/19/16 7:00,13,0.5978,37.58299,1,0,272,0.62,0,863,0,0
19,st2010-1443,IP095,Soutine,5/19/16 7:30,13,0.6068017,37.57552,1,0,323,1.66,0,883,0,0
19,st2010-1443,IP095,Soutine,5/19/16 8:00,13,0.6131517,37.56978,1,0,83,0.58,0,899,0,0
19,st2010-1443,IP095,Soutine,5/19/16 8:30,14,0.6147033,37.56903,1,0,109,0.58,0,911,0,0
19,st2010-1443,IP095,Soutine,5/19/16 9:00,18,0.6174633,37.56844,1,0,43,0.4,0,910,0,0
19,st2010-1443,IP095,Soutine,5/19/16 9:30,20,0.618315,37.56803,1,0,84,0.4,0,917,0,0
19,st2010-1443,IP095,Soutine,5/19/16 10:00,24,0.6188933,37.56716,1,0,228,0.13,0,940,0,0
19,st2010-1443,IP095,Soutine,5/19/16 10:30,25,0.6188483,37.56653,1,0,267,0.04,0,912,0,0
19,st2010-1443,IP095,Soutine,5/19/16 11:00,41,0.6188583,37.56648,1,0,34,0.04,0,925,0,0
19,st2010-1443,IP095,Soutine,5/19/16 11:30,20,0.6188533,37.56649,1,0,321,0.04,0,922,0,0
19,st2010-1443,IP095,Soutine,5/19/16 12:00,13,0.6188183,37.56644,1,0,341,0.25,0,917,0,0
19,st2010-1443,IP095,Soutine,5/19/16 12:30,14,0.6184866,37.5665,1,0,199,0.25,0,923,0,0
19,st2010-1443,IP095,Soutine,5/19/16 13:00,24,0.617955,37.56632,1,0,54,0.04,0,924,0,0
19,st2010-1443,IP095,Soutine,5/19/16 13:30,25,0.6180383,37.5663,1,0,137,0.35,0,931,0,0
19,st2010-1443,IP095,Soutine,5/19/16 14:00,13,0.617995,37.5663,1,0,176,0.56,0,920,0,0
19,st2010-1443,IP095,Soutine,5/19/16 14:30,13,0.617695,37.56529,1,0,180,0.86,0,930,0,0
19,st2010-1443,IP095,Soutine,5/19/16 15:00,26,0.6161416,37.5649,1,0,85,0.04,0,940,0,0
19,st2010-1443,IP095,Soutine,5/19/16 15:30,23,0.6162067,37.56526,1,0,80,0.05,0,932,0,0
19,st2010-1443,IP095,Soutine,5/19/16 16:00,27,0.6161416,37.56694,1,0,176,0.24,0,930,0,0
19,st2010-1443,IP095,Soutine,5/19/16 16:30,41,0.6158633,37.56762,1,0,47,0.31,0,924,0,0
19,st2010-1443,IP095,Soutine,5/19/16 17:00,13,0.61526,37.56705,1,0,338,0.31,0,926,0,0
19,st2010-1443,IP095,Soutine,5/19/16 17:30,25,0.6152833,37.56704,1,0,12,0.07,0,915,0,0
19,st2010-1443,IP095,Soutine,5/19/16 18:00,25,0.6151733,37.56702,1,0,349,0.04,0,891,0,0
19,st2010-1443,IP095,Soutine,5/19/16 18:30,24,0.6152883,37.56707,1,0,323,0.02,0,904,0,0
19,st2010-1443,IP095,Soutine,5/19/16 19:00,14,0.615385,37.5671,1,0,77,0.29,0,923,0,0
19,st2010-1443,IP095,Soutine,5/19/16 19:30,24,0.6153,37.56714,1,0,76,0.04,0,905,0,0
19,st2010-1443,IP095,Soutine,5/19/16 20:00,25,0.6142833,37.57241,1,0,106,0.02,0,899,0,0
